destination_id,country_id,name,latitude,longitude,description,tags,type,iata,hotel_ids
336,174,Malmö,55.6049,13.0038,Southern Swedish city,"city,coastal",urban,CPH,"['SHCPH723', 'QICPH021', 'OICPH01X', 'ONCPHFAR', 'YXCPHMRI', 'IQCPH429', 'FXCPHKON', 'LWCPH301', 'HSCPHAEK', 'YXCPHTIF', 'PDCPH293', 'FXCPH030', 'CPCPHB2C', 'BXCPHDRA', 'FGCPH004', 'YXCPHKRG', 'RDCPHS04', 'WVCPHHOL', 'SXCPHISL', 'BWCPH079', 'YXCPHLAU', 'FGCPHBER', 'KYCPHANS', 'WVCPHHVI', 'OICPHSCH', 'YXCPHSKJ', 'FXCPH025', 'WVCPHROS', 'YXCPHSEL', 'HSCPHAEW', 'YXCPHHER', 'FGCPHDGI', 'YXCPHTAA', 'YXCPHFAR', 'HLCPH100', 'BWCPH019', 'IQCPH515', 'SHCPH733', 'BXCPHCHR', 'SHCPH725', 'FXCPH004', 'SXCPHGEN', 'SHCPH739', 'FXCPH008', 'BXCPHFRE', 'YXCPHHUN', 'YXCPHSKU', 'WWCPHTIV', 'HSCPHAED', 'BWCPH062', 'SHCPH731', 'ONCPHCIT', 'IQCPHCEN', 'WVCPH827', 'FXCPH005', 'FXCPH028', 'SXCPHGLO', 'YXCPHNIE', 'GZCPH02Z', 'SHCPH724', 'YXCPHFAL', 'GZCPHAVE', 'IQCPHCAB', 'CHCPHGOH', 'ARCPHACC', 'YXCPHSOF', 'WVCPH857', 'WVCPH540', 'SXCPHPHO', 'WVCPHCOM', 'WVCPHSOR', 'OICPHSNT', 'FXCPH024', 'SXCPHOPE', 'BXCPHBAB', 'UICPHAST', 'LXCPHNIM', 'YXCPHSKH', 'SXCPHOST', 'SXCPHSQU', 'SHCPH749', 'TACPHASC', 'UICPHHKA', 'YXCPHHAS', 'WVCPHBOR', 'HSCPHAFC', 'HSCPHABE', 'MCCPHDKM', 'IQCPH511', 'SXCPHCRW', 'YXCPHAAN', 'BXCPHSKO', 'SHCPH727', 'EPCPHSAV', 'YXCPHHKD', 'UICPHHSP', 'IQCPHISH', 'SHCPH745']"
337,174,Lapland,67.0,20.0,Northern Swedish wilderness,"wilderness,arctic",nature,GEV,"['YHGEVGAS', 'BWGEV204', 'SXGEVGAR']"
338,52,Copenhagen,55.6761,12.5683,Denmark's capital,"city,coastal",urban,CPH,"['SHCPH723', 'FXCPH030', 'YXCPHSKH', 'WVCPH540', 'OICPHSCH', 'BWCPH062', 'CPCPHB2C', 'WVCPH857', 'FXCPH005', 'OICPH01X', 'HSCPHABE', 'GZCPHAVE', 'MCCPHDKM', 'WWCPHTIV', 'FXCPH024', 'YXCPHHAS', 'WVCPHCOM', 'WVCPH827', 'YXCPHHUN', 'SXCPHGEN', 'YXCPHMRI', 'SHCPH724', 'FXCPH025', 'IQCPH515', 'GZCPH02Z', 'SXCPHGLO', 'IQCPH429', 'YXCPHSOF', 'ONCPHFAR', 'HSCPHAED', 'BXCPHDRA', 'RDCPHS04', 'FGCPHBER', 'YXCPHHKD', 'ONCPHCIT', 'OICPHSNT', 'YXCPHSKJ', 'BXCPHSKO', 'BWCPH079', 'SXCPHSQU', 'FXCPHKON', 'CHCPHGOH', 'UICPHAST', 'SHCPH727', 'QICPH021', 'YXCPHLAU', 'YXCPHFAL', 'BXCPHFRE', 'BXCPHBAB', 'WVCPHSOR', 'HLCPH100', 'YXCPHTAA', 'PDCPH293', 'SHCPH733', 'WVCPHHVI', 'SXCPHOPE', 'SHCPH731', 'YXCPHFAR', 'UICPHHSP', 'EPCPHSAV', 'SXCPHISL', 'TACPHASC', 'IQCPHISH', 'WVCPHHOL', 'KYCPHANS', 'WVCPHBOR', 'IQCPH511', 'HSCPHAEK', 'YXCPHSEL', 'SXCPHOST', 'SXCPHPHO', 'YXCPHHER', 'SHCPH749', 'YXCPHSKU', 'HSCPHAEW', 'LXCPHNIM', 'YXCPHKRG', 'YXCPHNIE', 'SHCPH739', 'IQCPHCAB', 'FXCPH028', 'BWCPH019', 'ARCPHACC', 'FXCPH008', 'WVCPHROS', 'HSCPHAFC', 'SHCPH745', 'FGCPHDGI', 'IQCPHCEN', 'YXCPHTIF', 'YXCPHAAN', 'UICPHHKA', 'FGCPH004', 'FXCPH004', 'LWCPH301', 'SXCPHCRW', 'SHCPH725', 'BXCPHCHR']"
339,52,Aarhus,56.1629,10.2039,Danish city,"city,coastal",urban,AAR,"['YXAARHOR', 'SXAARHEL', 'YXAARCIT', 'YXAARHES', 'SHAAR736', 'DHAARAAG', 'OIAARKYS', 'YXAARGJE', 'YXAARSKA', 'WVAAR116', 'BXAARAAR', 'BXAARMAR', 'IQAAR514', 'YXAAR028', 'SXAARLAT', 'YXAARNIL', 'YXAARVIS', 'YXAARSAB']"
340,52,Odense,55.4038,10.4024,Danish city,city,urban,ODE,"['WVODEGPH', 'WVODECOM', 'BXODEVIS', 'YXODECIT', 'YXODEBRO', 'OIODEHJB', 'OIODESIN', 'BWODE012', 'HSODEAAQ', 'HSODEAAN', 'SHODE748', 'RDODES31', 'YXODENAE', 'BWODE090', 'OIODELED', 'IQODE512', 'YXODEMAR', 'YXODETOR', 'OIODE030']"
341,61,Helsinki,60.1699,24.9384,Finland's capital,"city,coastal",urban,HEL,"['SHHEL611', 'WWHELFAB', 'OIHELKAI', 'HLHEL103', 'IQHELHAN', 'BWHEL064', 'BWHEL096', 'IQHELPSE', 'BWHEL099', 'IQHELPLI', 'HSHELACO', 'HSHELABP', 'SOHELVAK', 'RDHEL827', 'IQHELAPX', 'DSHELKKH', 'SOHELSOK', 'OIHELGEL', 'FGHELRIV', 'SOHELVAN', 'SHHEL622', 'IQHELSKA', 'SHHEL603', 'SOHELFLA', 'SHHEL632', 'SOHELTPG', 'ACHEL526', 'SHHEL666', 'SHHEL601', 'SHHEL634', 'IQHELHAK', 'OIHEL043', 'RDHEL754', 'FGHELAIR', 'IQHELSTA', 'SHHEL605', 'IQHELKAI', 'IQHELPAI', 'SOHELALB', 'BWHEL106', 'SOHELTOR', 'SHHEL665', 'IQHELKOR']"
342,61,Turku,60.4518,22.2666,Finnish coastal city,"city,coastal",urban,TKU,"['IQTKUSAL', 'SOTKUHMB', 'OITKUCEN', 'BWTKU051', 'IQTKUCUM', 'SOTKUSEU', 'SHTKU629', 'WVTKUOME', 'SHTKU619', 'SOTKURIK', 'SOTKUCON']"
343,61,Rovaniemi,66.5039,25.7294,Arctic Finnish city,"city,arctic",urban,RVN,"['IQRVNCIT', 'SORVNVAK', 'SHRVN626', 'IQRVNCUM', 'IQRVNBEA', 'IQRVNSAC', 'OIRVN041']"
344,89,Reykjavik,64.1466,-21.9426,Iceland's capital,"city,coastal",urban,RKV,"['HSRKVAAE', 'HSRKVAAC', 'HSRKVAAF']"
345,89,Blue Lagoon,63.8804,-22.4495,Geothermal spa,"spa,geothermal",resort,KEF,['LMKEF183']
346,89,Ring Road destinations,64.9,-19.0,Icelandic scenic route,"nature,scenic-route",nature,SAK,[]
347,59,Tallinn,59.437,24.7536,Estonia's capital,"city,coastal",urban,TLL,"['DHTLLABZ', 'WVTLLHCP', 'DHTLLABU', 'SLTLLSWI', 'WVTLLMIH', 'ACTLL165', 'WVTLLHBE', 'DHTLLABP', 'HSTLLAAT', 'UITLLMER', 'DHTLLABX', 'DHTLLABY', 'PDTLL395', 'DHTLLACB', 'WVTLLHSA', 'ACTLL640', 'YXTLLBEU', 'YXTLL002', 'WWTLLNOR', 'DHTLLABW', 'IQTLLEXP', 'FGTLL350', 'DHTLLABS', 'VPTLL005', 'YXTLLBBH', 'DHTLLABQ', 'DHTLLACC', 'YXTLLBHL', 'WVTLL440', 'SOTLLVIR', 'RDTLL148', 'DHTLLACA', 'XLTLLPCS', 'DHTLLABV', 'WVTLLUNI', 'HSTLLAAK']"
348,113,Riga,56.9496,24.1052,Latvia's capital,"city,coastal",urban,RIX,"['LXRIXBER', 'ILRIXB41', 'HSRIXAFS', 'YXRIXGUT', 'ILRIX078', 'HSRIXAAB', 'CCRIX001', 'WBRIXDOM', 'CHRIXGER', 'ILRIX269', 'ILRIX040', 'RDRIX491', 'HSRIXABV', 'YXRIXAHO', 'ILRIX077', 'WVRIXJUR', 'HSRIXACO', 'HSRIXABU', 'ILRIX317', 'ACRIX936', 'BXRIXBOU', 'HSRIXAEX', 'OIRIXMAS', 'BWRIX301', 'HSRIXAET', 'ILRIXA28', 'YXRIX01G', 'ILRIX263', 'RDRIX144', 'RTRIXMER', 'ILRIX318', 'HSRIXACZ', 'IQRIXTIR', 'HSRIXAEW', 'HSRIXABI', 'HSRIXAEN', 'ONRIXKOL', 'ONRIXNEI', 'YXRIX153', 'CHRIXELE', 'HSRIXACC', 'LWRIX650', 'HSRIXABJ', 'HSRIXAER', 'WVRIX002', 'HSRIXADN', 'BXRIXMAN', 'FGRIXDOM', 'HSRIXAAR', 'ILRIX265']"
349,111,Vilnius,54.6872,25.2797,Lithuania's capital,city,urban,VNO,"['YXVNOSHA', 'YXVNOMRH', 'ILVNO190', 'WBVNOT01', 'CHVNOHEC', 'LXVNOERT', 'ILVNOF71', 'DHVNOACH', 'HSVNOACI', 'ILVNO123', 'ACVNO918', 'YXVNOCEK', 'ILVNO022', 'UIVNOTON', 'CIVNO003', 'CPVNO347', 'YXVNOSAR', 'ILVNO598', 'ILVNO487', 'HSVNOABV', 'HSVNOACO', 'PDVNO405', 'YXVNODVA', 'ONVNOTIL', 'YXVNORHT', 'ILVNO969', 'WVVNO003', 'NNVNOC01', 'WVVNO001', 'HSVNOACJ', 'WVVNO01H', 'RAVNO254', 'YXVNOKHO', 'ILVNO275', 'BWVNO401', 'ILVNO448', 'HSVNOACP', 'ILVNO481', 'HSVNOAAB', 'PHVNONAR', 'HSVNOAAK', 'ILVNO189', 'UIVNOART', 'HSVNOABF', 'ILVNO326', 'RDVNO143', 'RDVNO602']"
350,66,London,51.5074,-0.1278,UK capital,city,urban,LCY,"['HSLCYACR', 'RTLCYIBI', 'TGLCY937', 'HSLCYABH', 'HSLCYAEF', 'HSLCYABG', 'HSLCYAES', 'TGLCY797', 'HOLCYCMH', 'HSLCYAAI', 'HSLCYABR', 'HSLCYACT', 'IMLCYPAR', 'HSLCYAAL', 'HSLCYADV', 'BWLCY919', 'TGLCY770', 'HSLCYADO', 'HOLCYTLH', 'TGLCY782', 'YXLCY020', 'HSLCYADI', 'HSLCYACD', 'HSLCYACW', 'TGLCY913', 'TGLCY754', 'HSLCYAAU', 'TGLCY856', 'TGLCY972', 'HSLCYAAV', 'HSLCYADY', 'HOLCYHOS', 'HSLCYABD', 'TGLCY949', 'HSLCYABW', 'HSLCYAEJ', 'HSLCYABB', 'YXLCY798', 'TGLCY742', 'YXLCYSOA', 'HSLCYABA', 'TGLCY915']"
351,66,Manchester,53.4808,-2.2426,UK city,city,urban,MAN,"['HSMANADO', 'WVMANSCA', 'IMMANTOX', 'PIMANAFZ', 'DVMANVIC', 'WVMAN607', 'PIMANAJE', 'TGMAN238', 'YXMAN456', 'RTMANCEN', 'PIMANAFT', 'WVMANSAC', 'HIMANF5F', 'TGMAN206', 'WVMANCOT', 'OIMANVIC', 'TGMAN215', 'GBMAN237', 'GBMANEGE', 'YXMANHAW', 'PIMANAEI', 'WVMAN1EC', 'UIMANOTL', 'HOMAN920', 'GBMAN228', 'YXMANSAC', 'PIMANAEE', 'TGMAN213', 'PIMANAUB', 'YXMANMGR', 'HOMANCHI', 'RTMANCIT', 'XNMANEET', 'HLMAN101', 'RAMAN571', 'PIMANAQB', 'BWMAN910', 'HSMANAAP', 'WVMANTVH', 'PIMANALE', 'GBMANLYM', 'HOMAN656', 'PIMANAXA', 'GZMANRTL', 'PIMANAPB', 'LMMAN460', 'PIMANAEO', 'BWMAN810', 'IMMANNBH', 'TGMAN216', 'RDMAN842', 'YXMANRHO', 'BWMAN708', 'DVMANMOT', 'LMMAN233', 'RAMAN305', 'TGMAN224', 'HIMAN132', 'MCMANAPM', 'PIMANAMO', 'WVMANETR', 'PIMANAIU', 'TGMAN243', 'YXMANCIT', 'PIMANALI', 'GZMANMAL', 'HIMAN241', 'RAMAN931', 'PIMANAIS', 'GBMANPOR', 'IQMAN759', 'BWMANSTO', 'DVMANVIH', 'PMMAN005', 'XNMANURY', 'YXMANMER', 'PIMANAJA', 'HSMANAES', 'BWMAN735', 'BWMAN373', 'UIMANARO', 'PIMANALF', 'WVMAN654', 'WVMANASH', 'QHMAN7B5', 'RTMANPIC', 'BWMAN174', 'RTMANMRC', 'CPMAN1C4', 'TGMAN250', 'GBMANMAC', 'BWMAN933', 'MCMANVAM', 'HSMANACN', 'WVMANLOR', 'WVMANNOR', 'BWMAN941', 'HOMANSLL', 'RTMANBOL', 'PIMANASL', 'CPMAN3D8', 'TGMAN222', 'BWMAN605', 'WVMANBAL', 'HOMANBGC', 'YXMANHAL', 'GBMAN001', 'TIMANPTH', 'BWMAN922', 'HLMAN455', 'WVMANBRI', 'HOMANSTA', 'WVMANSWA', 'PIMANAEN', 'IMMANAMB', 'OIMANPIC', 'TGMAN255', 'BWMAN864', 'CIMAN207', 'HSMANAFK', 'HSMANAFM', 'BWMAN809', 'PDMAN377', 'PIMANAQZ', 'GBMAN094', 'MCMANGSM', 'RTMANWES', 'HLMAN012', 'WBMANB31', 'GZMANDAM', 'HOMANLLH', 'PIMANAIL', 'IQMANUKW', 'HOMANCSH', 'HOMAN633', 'VPMAN296', 'WVMANRIT', 'MSMANBRA', 'HOMAN608', 'PMMAN002']"
352,66,Birmingham,52.4862,-1.8904,UK city,city,urban,BHX,"['YXBHXSCB', 'HLBHX101', 'BWBHX789', 'BWBHX851', 'PIBHXBBV', 'RDBHX852', 'TGBHX940', 'PIBHXAAI', 'HYBHXIBU', 'WBBHXMAL', 'DVBHXSOL', 'YXBHXSAH', 'HSBHXABA', 'BWBHX794', 'YXBHXFOW', 'PIBHXARR', 'PIBHXBBB', 'TGBHX567', 'PIBHXASG', 'PIBHXAYA', 'PIBHXADK', 'NNBHX625', 'TGBHX559', 'RABHXPBX', 'BXBHXROT', 'HOBHXDRA', 'YXBHX533', 'PHBHXLSM', 'HIBHXD1B', 'CCBHX190', 'TGBHX516', 'QHBHXCHE', 'WVBHXCOT', 'ONBHXABB', 'YXBHXECH', 'DVBHXWAL', 'PIBHXAOI', 'WVBHXPAB', 'PIBHXBDE', 'TGBHX524', 'CBBHXLVC', 'TGBHX206', 'IQBHXPTC', 'QIBHX166', 'LXBHXBRO', 'WVBHXNOE', 'HIBHX2FA', 'RTBHXMRC', 'PIBHXATL', 'PMBHX003', 'RTBHXCIR', 'PIBHXAXR', 'YXBHXTSB', 'YZBHXA79', 'TGBHX568', 'HOBHXTVT', 'YXBHXTEH', 'WVBHX284', 'IQBHX891', 'TGBHX213', 'WVBHXCON', 'TGBHX120', 'YXBHXREG', 'RTBHXAPT', 'SXBHXARD', 'HIBHX2BA', 'HOBHXHAD', 'PIBHXAZB', 'HOBHXWES', 'HOBHXWSH', 'YXBHXSLB', 'PIBHXAMZ', 'YXBHX16R', 'BWBHX294', 'RTBHXNOV', 'DVBHX758', 'PIBHXAPX', 'TGBHX586', 'BWBHX849', 'BWBHX962', 'PIBHXATG', 'HOBHXHGG', 'PIBHXAXV', 'YXBHXPHH', 'HOBHXRHB', 'WVBHXPOS', 'PIBHXAVF', 'RTBHXARC', 'PIBHXABY', 'GZBHX176', 'GZBHXMAL', 'HIBHX1EB', 'PIBHXAXF', 'YXBHXELY', 'HIBHX7A8', 'PIBHXBCV', 'YXBHXHCH', 'SVBHXABB', 'PIBHXAZW', 'HIBHXC98', 'IQBHXETT', 'CBBHX718', 'HSBHXAFM', 'YXBHX799', 'HOBHXCPH', 'HOBHXPPH', 'UZBHX220', 'PIBHXBBQ', 'BWBHX948', 'MCBHXGSM', 'HOBHX711', 'PIBHXANL', 'CIBHX655', 'PDBHX343', 'YXBHX972', 'DVBHXWOD', 'HOBHXBHT', 'IRBHXAPO', 'DIBHX748', 'BWBHX972', 'BWBHX296', 'HOBHXAJA', 'PIBHXBCK', 'PMBHX091', 'GZBHXDVB', 'PMBHX406', 'HOBHXTLH', 'WVBHX911', 'PIBHXATH', 'PIBHXBAU', 'QHBHXSTR', 'BWBHX963', 'TGBHX553', 'PMBHX004', 'MUBHXCOP', 'HOBHXTGH', 'PIBHXANS', 'CBBHX392', 'PDBHX198', 'PIBHXAMA', 'HOBHXOTW', 'UIBHXGBH', 'PIBHXAAP', 'TGBHX585', 'CBBHXBRH', 'YXBHXCGH', 'PIBHXAWU', 'PMBHX005', 'RABHX048', 'RTBHXBIR', 'GBBHX215', 'YXBHXAIH', 'WVBHXKAN', 'HIBHXBD0', 'GZBHXBHB', 'LXBHXARD', 'YXBHXWHG', 'BWBHX352', 'PIBHXATO', 'GBBHX209', 'HLBHX291', 'YXBHX997', 'PIBHXASH', 'YXBHXEPH', 'MUBHXCMH', 'MCBHXBHM', 'TIBHXRAB', 'WVBHX605', 'RABHXBIX', 'BWBHX648', 'PIBHXAAO', 'YHBHXPOR', 'HOBHX712', 'WVBHX1IF', 'HOBHXWOR', 'BWBHX007', 'UIBHXGRE', 'PIBHXBCS', 'PIBHXAMY', 'WVBHXARE', 'PIBHXANX', 'DIBHXAQA', 'IRBHXWGR', 'HOBHXFAL', 'DIBHX564', 'HOBHX297', 'PIBHXAWW', 'RABHX782', 'HOBHXKCH', 'WVBHXBOS', 'HOBHXEPI']"
353,66,Liverpool,53.4084,-2.9916,UK city,"city,coastal",urban,LPL,"['CPLPLF23', 'PILPLANE', 'BWLPL930', 'ALLPL956', 'PILPLAIW', 'HSLPLADI', 'PILPLAKP', 'BWLPL269', 'TGLPL203', 'TGLPL246', 'HOLPLRIH', 'TGLPL424', 'RTLPLNOV', 'PILPLAWV', 'BWLPL818', 'HOLPL001', 'YXLPLHIL', 'WVLPL013', 'WVLPLBRO', 'HILPL8D5', 'RTLPLALC', 'TGLPL227', 'WVLPLCSS', 'TGLPL228', 'PILPLAYI', 'HXLPL122', 'YXLPLRHL', 'PILPLAOE', 'WVLPL327', 'GZLPLMAL', 'PILPLAOF', 'MCLPLLPM', 'HOLPLGHH', 'PILPLAJH', 'WVLPLHSH', 'PILPLBBW', 'PILPLAPR', 'BWLPL863', 'YXLPLPHL', 'BWLPL935', 'NNLPL752', 'HOLPLING', 'UZLPL668', 'HOLPL633', 'HILPL830', 'WVLPLBRI', 'HILPL06B', 'PILPLAPD', 'HSLPLABM', 'PILPLAKO', 'IQLPLSEI', 'PILPLASB', 'PILPLAQG', 'PILPLAIY', 'CBLPL427', 'TGLPL368', 'HSLPLADL', 'PILPLASE', 'HOLPLSPH', 'PILPLAKQ', 'HILPL1CE', 'HXLPL405', 'HLLPL708', 'PILPLAIV', 'BWLPL898', 'WVLPLPRW', 'RALPL614', 'TGLPL253', 'PILPLADC', 'RTLPLIBI', 'PILPLAPP', 'RDLPL840', 'HILPL375', 'YXLPLSIR', 'IQLPLTHL', 'DILPL950', 'MSLPL931', 'WVLPL249', 'PILPLAEC', 'PILPLAZE', 'HOLPLBLA', 'PILPLAKS', 'PILPLAOD', 'MSLPL035', 'TGLPL245']"
354,66,Bath,51.3813,-2.364,UK historical city,"city,historical",urban,BRS,"['RTBRSMRC', 'WBBRSB30', 'YXBRSEAS', 'PIBRSAWZ', 'TGBRS838', 'DIBRS572', 'BWBRS721', 'YXBRSAAP', 'PIBRSAPM', 'HOBRSCOM', 'GZBRSCHR', 'YXBRSWOO', 'YXBRS001', 'DIBRS571', 'BWBRS076', 'PIBRSAAX', 'HOBRSRHO', 'BWBRS875', 'YXBRSAMH', 'BWBRS722', 'PIBRSAJR', 'PIBRSART', 'GZBRSHDV', 'TGBRS809', 'HSBRSADV', 'YXBRSFIB', 'RTBRSIBI', 'HIBRS514', 'YXBRSAAH', 'TGBRS572', 'PIBRSAJT', 'ONBRSPRI', 'YXBRSTOR', 'HOBRSAHH', 'YXBRS018', 'HOBRSRSH', 'TGBRS816', 'YXBRSALE', 'HLBRS495', 'HSBRSABA', 'GZBRSOMH', 'BWBRS340', 'HSBRSAFG', 'WVBRSSNO', 'LXBRSTPH', 'MCBRSRYM', 'PIBRSAEV', 'HSBRSADJ', 'WBBRSSUM', 'PIBRSBBU', 'WVBRSAZT', 'PIBRSARU', 'MCBRSDTN', 'YXBRSHUN', 'PIBRSAFR', 'HIBRS1AA', 'YXBRSBIS', 'TGBRS803', 'RTBRS32A', 'BWBRS915', 'HSBRSACQ', 'PIBRSAJS', 'PIBRSANY', 'HOBRSSMH', 'HSBRSAEU', 'HOBRSTRG', 'BWBRS764', 'HOBRSRHH', 'JDBRSJUR', 'YXBRSBAH', 'BWBRS838', 'HIBRS600', 'YXBRSAAO', 'MSBRS036', 'BWBRS654', 'YXBRSWHH', 'WVBRS330', 'MSBRS175', 'BWBRS878', 'GIBRS161', 'RDBRS963', 'VMBRS3FC', 'GZBRSDVS', 'IQBRSCAS', 'DIBRS567', 'TGBRS819', 'WVBRSSTN', 'CBBRS784', 'HSBRSADI', 'TGBRS832', 'YXBRSTHO', 'YXBRSCHS', 'HLBRS117', 'HOBRSCED', 'PIBRSAAY', 'WVBRSAVO', 'HOBRSHOS', 'HOBRSWCH', 'ONBRSWES', 'BWBRS954', 'YXBRSCAL', 'HSBRSACK']"
355,66,Oxford,51.752,-1.2577,UK university city,"city,university",urban,OXF,"['HOOXFRLH', 'PMOXFMOA', 'UIOXFROY', 'QHOXF628', 'CBOXF825', 'HSOXFACR', 'GBOXF170', 'GZOXFBIH', 'HOOXFDHA', 'YXOXFHHO', 'PIOXFAES', 'BWOXF647', 'DHOXFABU', 'YXOXF304', 'YXOXFVNS', 'BWOXF710', 'HSOXFABQ', 'TGOXF532', 'YXOXFHHH', 'WBOXFLEM', 'HSOXFABT', 'PIOXFBCE', 'YXOXFPAR', 'DHOXFABV', 'DHOXFABN', 'YXOXFOLD', 'WVOXF1C9', 'HOOXFHAW', 'TGOXF169', 'BWOXF665', 'YXOXFWIT', 'DHOXFABS', 'DHOXFABM', 'DHOXFABW', 'DHOXFABT', 'TGOXF712', 'YXOXFABI', 'DHOXFABX', 'DIOXF562', 'ONOXFBIG', 'GZOXFMAL', 'HIOXF1B3', 'WVOXFBIC', 'HSOXFABX', 'UIOXFGEO', 'BWOXF987', 'DHOXFABO', 'PIOXFAMB', 'DHOXFABQ', 'PIOXFABU', 'ONOXFUPP', 'DHOXFABR']"
356,66,Cambridge,52.2053,0.1218,UK university city,"city,university",urban,CBG,"['BWCBG673', 'TGCBG617', 'HOCBGLHE', 'WVCBGA4F', 'PICBGADB', 'YXCBGTVH', 'DICBG215', 'WVCBGSWA', 'HOCBGDUX', 'PICBGBCF', 'TGCBG601', 'GZCBGDVC', 'MCCBGHDM', 'UICBGBED', 'HICBG49D', 'HICBGPET', 'WVCBGRUT', 'HOCBGFEL', 'TGCBG602', 'PICBGAYL', 'BWCBG705', 'BWCBG354', 'YXCBGROY', 'PICBGAVZ', 'PICBGAWF', 'HOCBGOFB']"
357,66,Edinburgh,55.9533,-3.1883,Scotland's capital,city,urban,EDI,"['YXEDILSA', 'LWEDI506', 'YXEDIAPE', 'XNEDI001', 'PIEDIAUF', 'YXEDICRI', 'YXEDITHH', 'LMEDI566', 'BWEDI406', 'HLEDI101', 'YXEDIFON', 'YXEDIFOU', 'WVEDI713', 'WVEDIHWO', 'YXEDIGHH', 'YHEDIOEP', 'FAEDISAB', 'YXEDICAT', 'IQEDINOR', 'MCEDIEBM', 'YXEDI513', 'PIEDIACI', 'BWEDI418', 'RTEDINOV', 'PMEDICAR', 'GBEDIHOU', 'YXEDIELO', 'GBEDIINC', 'FIEDI897', 'YXEDI467', 'SIEDI474', 'YXEDISUI', 'HLEDI103', 'HSEDIAGX', 'WBEDIGRO', 'DHEDIAFU', 'WVEDI547', 'RTEDIBAR', 'RTEDIIBI', 'BWEDI463', 'CPEDIA4A', 'PIEDIAZC', 'GBEDI001', 'YXEDI521', 'GBEDIHRH', 'YXEDIAPT', 'DHEDIAFH', 'RTEDILIV', 'PIEDIAEP', 'TGEDI130', 'PIEDIBAV', 'BWEDI532', 'GZEDIPHP', 'MCEDIGSM', 'WVEDIQUE', 'SXEDIRIC', 'YXEDIDRU', 'HIEDID7E', 'YHEDIEDI', 'HOEDIAAH', 'PIEDIACK', 'PIEDIACL', 'YXEDICAS', 'YXEDIEDI', 'HLEDI102', 'YXEDIFCG', 'YXEDI466', 'HSEDIAHF', 'TGEDI118', 'WVEDICHA', 'LXEDINUM', 'WVEDIPIT', 'HOEDISMC', 'TGEDI135', 'WVEDIPAH', 'YXEDIALB', 'DHEDIAFO', 'YXEDIDAK', 'RTEDIESB', 'YXEDIPOP', 'PIEDIAIB', 'TGEDI102', 'PIEDIAKR', 'GZEDIHDV', 'YXEDIFCA', 'IMEDIEWE', 'PIEDIACJ', 'QCEDI001', 'PIEDIBAE', 'WVEDI961', 'YXEDIDCH', 'WVEDI149', 'RTEDIAND', 'YHEDIMEL', 'GZEDIMAL', 'TGEDI101', 'MSEDI516', 'WVEDI523', 'YXEDIHCO', 'YXEDIOAE', 'BWEDI405', 'TGEDI129', 'WVEDIHOL', 'YXEDIGHO', 'HSEDIAEZ', 'BWEDI482', 'HOEDILCG', 'RCEDIRIR', 'WAEDI334', 'YXEDILTI', 'PIEDIAXP', 'HIEDIB2C', 'BWEDI535', 'BWEDI448', 'PIEDIACM', 'YXEDIFOA', 'PIEDIAUC', 'GZEDIPHH', 'HIEDIF28', 'TIEDIKJH', 'YXEDI900', 'YXEDIROX', 'LMEDI424', 'HLEDI100', 'BWEDI527', 'GBEDI194', 'YXEDIHAR', 'YXEDIPRE', 'PIEDIAZX', 'YXEDIBHH', 'YXEDIDHH', 'BWEDI459']"
